PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
02T4Z,1k3b1r/Bpp2ppp/3r4/8/6B1/3n3P/qP3PP1/2R1QRK1 b - - 0 19,a2a7 e1e8 d6d8 e8d8,532,92,94,378,queensideAttack,https://lichess.org/Gth3X5g4/black#38,
038Ql,r5k1/q4p1p/r2p4/3QpPb1/4P3/1N3P2/1PP4P/2KRR3 w - - 1 26,c1b1 a6a1 b3a1 a7a1,586,94,97,360,queensideAttack,https://lichess.org/V2sFzds3#51,
04Ewo,2r1k2r/pp2pp1p/1q1p1b2/3b4/4P3/8/PPPQ1PPP/1K1R1B1R w k - 0 14,e4d5 b6b2,555,105,96,259,queensideAttack,https://lichess.org/Myd6FFhQ#27,Sicilian_Defense Sicilian_Defense_Modern_Variations
04gq1,2k2r2/pppn2p1/3b4/6n1/3P2q1/2P5/PP2R3/RN1KQ3 b - - 6 28,g5f3 e2e8 f8e8 e1e8,502,100,80,411,queensideAttack,https://lichess.org/hk60YEKo/black#56,
06h3C,k2r3r/1bq1np2/N1p4p/3pP1p1/Q2P4/R1N5/P4PPP/6K1 b - - 0 30,b7a6 a4a6 c7a7 a6a7,523,83,75,154,queensideAttack,https://lichess.org/pojQtfSD/black#60,
00LdT,r5k1/pbp2ppp/6q1/2pp4/3B3r/2P1R1P1/PP2QP1P/R5K1 b - - 1 20,c5d4 e3e8 a8e8 e2e8,587,91,80,158,kingsideAttack,https://lichess.org/MH7zaBHa/black#40,
00V59,rnb2rk1/5ppp/p2q4/1p1P4/2p3n1/2N2N2/PP2BPPP/R2Q1RK1 w - - 0 14,f3d4 d6h2,568,85,100,180,kingsideAttack,https://lichess.org/EaO3DqDl#27,Indian_Defense Indian_Defense_Anti-Nimzo-Indian
00bSy,1kr1r3/1pp4p/p2b2p1/3N1p2/P7/3P1Q1P/2R2PP1/2R1q1K1 w - - 7 27,c1e1 e8e1,552,96,100,351,kingsideAttack,https://lichess.org/s7Pa0Pux#53,
00w1s,rn2Q1k1/pb1q1p1p/1p1p2pB/3P3n/8/2bB1N1P/PP3PP1/4R1K1 b - - 1 18,d7e8 e1e8,504,108,94,632,kingsideAttack,https://lichess.org/BOlWIbHT/black#36,English_Defense English_Defense_Other_variations
01Yq1,r4rk1/1bppbppp/p1q5/1p2P3/3p1Q2/1B1P1N2/PPP2PPP/R4RK1 w - - 1 18,f3d4 c6g2,529,107,75,191,kingsideAttack,https://lichess.org/GYulNd9V#35,Ruy_Lopez Ruy_Lopez_Bird_Variation
0DWW4,8/1p6/2r2p2/7R/3k3P/6K1/6P1/8 b - - 0 50,c6c5 h5c5 d4c5 h4h5,581,83,97,842,defensiveMove,https://lichess.org/FHBSoDod/black#100,
1OiNw,8/8/p7/8/1k5K/7P/6P1/8 w - - 1 45,h4g5 a6a5 g2g4 a5a4,500,96,81,86,defensiveMove,https://lichess.org/s32Qvh49#89,
1OlGQ,8/7p/1K6/8/8/P6k/8/8 b - - 1 50,h3g3 a3a4 h7h5 a4a5,595,98,73,120,defensiveMove,https://lichess.org/w3q7KqrF/black#100,
1g9Nq,8/8/p7/5K1p/1k5P/6P1/8/8 w - - 1 55,f5g5 a6a5 g5h5 a5a4,563,108,83,330,defensiveMove,https://lichess.org/0TEwMEE8#109,
3w3Ev,1k4nr/p6p/8/1P2p1N1/q3Pp2/2RP1BP1/1K3P1P/7R b - - 5 33,a4b5 c3b3 b5b3 b2b3,563,107,69,158,defensiveMove,https://lichess.org/8xfaPNDH/black#66,
011Ob,1B6/5kpp/8/pp1K4/8/3N4/6rP/8 b - - 0 37,g2g4 d3e5 f7f6 e5g4,596,84,84,236,advantage,https://lichess.org/Vx1Uvz3B/black#74,
02mjl,8/1r3pk1/1r2p1pp/8/2p1P3/2N2P2/Pn1R2PP/1R4K1 w - - 2 31,b1b2 b6b2 d2b2 b7b2,521,85,100,73,advantage,https://lichess.org/BfjYUoom#61,
03CkS,r4r1k/2p5/p2p1q1p/1p1Pp1p1/4Pp2/PB1P1QPb/1PP2R2/4R1K1 b - - 1 23,f4g3 f3f6 f8f6 f2f6,581,92,85,581,advantage,https://lichess.org/wahxkABn/black#46,
03DzF,7k/1p2R3/p2p3p/2nPq3/2R2N2/1P1n3P/P5PK/8 b - - 10 30,e5e7 f4g6 h8g7 g6e7,592,98,67,104,advantage,https://lichess.org/iKgxEy0O/black#60,
050sa,4r1k1/4ppb1/p1Np2p1/8/7P/1P2B3/6P1/5K2 b - - 0 37,e8c8 c6e7 g8f8 e7c8,545,99,96,399,advantage,https://lichess.org/jbSsxe39/black#74,
06yGB,8/8/1p6/6K1/1k6/7P/8/8 b - - 1 62,b4c3 h3h4 b6b5 h4h5 b5b4 h5h6 b4b3 h6h7 c3c2 h7h8q,563,93,94,340,quietMove,https://lichess.org/vs9QxY7K/black#124,
07cMD,8/8/8/7p/8/8/4KPk1/8 w - - 3 64,f2f3 h5h4 f3f4 h4h3 f4f5 h3h2,579,87,100,54,quietMove,https://lichess.org/WnaQS1L3#127,
0BHSG,8/5p2/8/5p2/1P3k2/2K5/8/8 b - - 0 40,f4g3 b4b5 f5f4 b5b6 g3g2 b6b7 f4f3 b7b8q,558,90,89,564,quietMove,https://lichess.org/kppBiVfT/black#80,
0C01k,8/8/4p3/3kPpK1/7P/8/8/8 b - - 2 63,d5e5 h4h5 f5f4 h5h6 f4f3 h6h7,525,99,92,834,quietMove,https://lichess.org/wBlGYz4d/black#126,
0QR7V,8/8/2p5/8/6P1/2k5/4K3/8 b - - 0 57,c6c5 g4g5 c5c4 g5g6,589,101,82,111,quietMove,https://lichess.org/Xa0UPAaV/black#114,
01244,4r1k1/5ppp/n1R2b2/1B3P2/2Q2p1P/pP2qP2/P1P5/1K5R w - - 3 28,b5a6 e3e1 h1e1 e8e1,678,83,98,543,queensideAttack,https://lichess.org/IPXRSTGY#55,
07FLH,r3k2r/1ppnnpbp/p2p1qp1/3p4/4PP2/2N1B2P/PPPQBP2/2KR3R w kq - 0 14,c3d5 f6b2,692,79,96,198,queensideAttack,https://lichess.org/XgL9g9TV#27,Modern_Defense Modern_Defense_Two_Knights_Variation
07sC5,rk6/pr3ppp/3R4/1p1p4/2pP4/2P1P3/5PPP/R4K2 b - - 5 23,a7a5 d6d8 b8c7 d8a8,685,88,88,401,queensideAttack,https://lichess.org/sMMuLpuJ/black#46,
0CdaF,1k1r1b1r/ppp1n2p/4pQ2/3p4/2q5/2N3P1/PPP3K1/R1B4R b - - 1 18,e7g6 f6d8,631,96,93,950,queensideAttack,https://lichess.org/nHxWxHko/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
0GmNR,k2r3r/pp2bp1p/4q3/2P1P1p1/5Bn1/5Q2/P2N1PPP/1R3RK1 b - - 0 21,g5f4 f3b7,601,84,78,196,queensideAttack,https://lichess.org/ZPyIDASj/black#42,
00FaB,2k2bn1/ppp2Nrp/2b1p3/3q2BQ/8/8/PP3PPP/RN3RK1 w - - 5 18,b1c3 d5g2,673,78,75,103,kingsideAttack,https://lichess.org/fjSUfcn3#35,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
00GoO,r1b2rk1/ppb5/2p4p/2Ppqpp1/1P6/2N1P3/P3BPPP/2RQ1RK1 w - - 0 16,e2d3 e5h2,680,80,100,115,kingsideAttack,https://lichess.org/sf8dREp6#31,Dutch_Defense Dutch_Defense_Normal_Variation
00mJq,r1b5/pp1nkpr1/2q1p3/8/8/3B4/P1P1NPPP/R2Q1RK1 w - - 3 18,e2d4 c6g2,628,94,97,348,kingsideAttack,https://lichess.org/qGtdon3N#35,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
00wtA,rn3rk1/pb2qppp/1p2p3/2p5/1nP5/1PQ1PN2/PB2BPPP/R4RK1 b - - 4 13,b8c6 c3g7,659,83,100,54,kingsideAttack,https://lichess.org/JuPrhFKw/black#26,English_Opening English_Opening_Anglo-Indian_Defense
013tu,r3kb1r/1p3ppp/p1n5/2p1q3/B3P1n1/2NP4/PP2N1PP/R1BQK2R w KQkq - 0 13,e1g1 e5h2,618,86,74,177,kingsideAttack,https://lichess.org/xvLgsbP6#25,Sicilian_Defense Sicilian_Defense_Staunton-Cochrane_Variation
0LGVv,2k5/ppp5/2p3P1/5r1p/1P3p2/8/P4R2/6K1 b - - 0 33,f5g5 f2g2 g5g6 g2g6,626,84,99,968,defensiveMove,https://lichess.org/kyCdt709/black#66,
10Y37,8/8/B7/6p1/6P1/1kpK4/8/8 w - - 6 69,a6c4 b3b2 c4e6 c3c2,693,80,99,643,defensiveMove,https://lichess.org/SRgdN7Nj#137,
1H10I,7r/2pR4/4ppkp/6p1/3BN3/1B3qP1/PP3P2/1K6 b - - 0 26,f3e4 b3c2 e4c2 b1c2,660,92,76,106,defensiveMove,https://lichess.org/IojmGAzH/black#52,
1JyLl,8/p7/7p/8/PP6/4R3/3K2kP/5q2 b - - 0 48,f1f2 e3e2 f2e2 d2e2,638,107,74,452,defensiveMove,https://lichess.org/qI0eJTLf/black#96,
1iB4z,8/8/1p1r2p1/7p/k2pR3/3K2P1/5P1P/8 w - - 0 45,e4d4 d6d4 d3d4 b6b5,690,93,89,178,defensiveMove,https://lichess.org/Z2QG05ZI#89,
00MTG,4r1k1/2p1qpp1/3p4/1p1P2PQ/1P5b/3R3P/2PBr3/5RK1 b - - 6 26,h4f2 f1f2 e2f2 g1f2,674,90,93,246,advantage,https://lichess.org/iabpAKVz/black#52,
00OPi,5k2/5p1p/1p1P2p1/1B6/5P2/1P3KP1/n6P/8 w - - 0 38,f3e4 a2c3 e4d4 c3b5,684,78,100,244,advantage,https://lichess.org/4K29qsm1#75,
00Rlv,r3k1nr/p1q3pp/1pb1p3/2b2p2/8/N1BQ1P2/PPP3PP/2KR3R b kq - 3 14,a8d8 d3d8 c7d8 d1d8,612,94,78,133,advantage,https://lichess.org/DoFZ2KjY/black#28,Duras_Gambit Duras_Gambit_Other_variations
01eue,r7/5pp1/1Pk1p2p/2P5/3Pn3/P2RP3/6PP/5K2 w - - 3 33,d3b3 e4d2 f1e2 d2b3,692,93,96,266,advantage,https://lichess.org/fCKvDgov#65,
01xzs,r5k1/2R3pp/p7/4Pp2/1P3P2/4P3/1P3P1r/R4K2 w - - 1 28,c7c6 h2h1 f1g2 h1a1,675,91,96,405,advantage,https://lichess.org/WlCe8061#55,
03ZoY,8/8/1p2K3/p4p2/5k1P/1P6/P7/8 b - - 0 44,f4e4 h4h5 f5f4 h5h6 f4f3 h6h7 f3f2 h7h8q,686,95,91,491,quietMove,https://lichess.org/g2MoLNXI/black#88,
04TL9,8/8/4K1p1/p5P1/4P3/8/4k3/8 w - - 0 57,e6f6 a5a4 e4e5 a4a3 f6f7 a3a2 e5e6 a2a1q,658,97,95,402,quietMove,https://lichess.org/8W6VlecB#113,
07d8p,8/8/8/8/4P2p/8/5K1k/8 b - - 0 63,h2h3 e4e5 h3g4 e5e6,682,96,88,155,quietMove,https://lichess.org/4BFt6lGZ/black#126,
09lLC,8/8/8/1K4p1/P5k1/8/8/8 b - - 1 51,g4f3 a4a5 g5g4 a5a6 g4g3 a6a7 f3f2 a7a8q,646,98,75,548,quietMove,https://lichess.org/5bH1xJOM/black#102,
0CezA,8/8/6K1/1p3p2/5P2/k5P1/8/8 w - - 0 52,g6f5 b5b4 f5e5 b4b3 f4f5 b3b2 f5f6 b2b1q,606,93,100,53,quietMove,https://lichess.org/A38EgLzQ#103,
01BKZ,2kr1bnr/ppp2ppp/8/8/8/q4N2/bPPBPPPP/2KR1B1R w - - 0 11,b2a3 f8a3,755,89,95,925,queensideAttack,https://lichess.org/MLJUlMpw#21,Englund_Gambit Englund_Gambit_Other_variations
02FEp,2kr4/Qp1n1pp1/p1p5/3p4/Nq1RP2r/8/PPP2P2/1K5R w - - 0 23,h1h4 b4e1 d4d1 e1d1,759,87,96,991,queensideAttack,https://lichess.org/P45oguds#45,
03aeC,r3k2r/1bq1bppp/3ppn2/p5B1/1n1QPP2/1NN5/1PP1B1PP/2KR3R w kq - 0 15,c3b5 c7c2,764,79,89,300,queensideAttack,https://lichess.org/maDY9mWX#29,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
07ATC,1k3rn1/ppp2qb1/4p1p1/3nP1B1/3PN1p1/P5N1/1PPQ2P1/2KR4 w - - 8 24,d1f1 f7f1 g3f1 f8f1 d2d1 f1d1,793,100,92,404,queensideAttack,https://lichess.org/LjhFlk7h#47,
07M8L,r5k1/3q2p1/np2p1Np/2p1P2P/p2r2P1/Q2B4/PP6/1K3R2 w - - 2 29,d3a6 d4d1 f1d1 d7d1,701,78,100,241,queensideAttack,https://lichess.org/ZzyRAi3P#57,
00DPQ,2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN1R2/R2Q3K w - - 6 20,f2h2 g3h2,766,97,84,112,kingsideAttack,https://lichess.org/AKiNfVd0#39,
00cSF,r1b3k1/pp3p1p/6q1/2pp1r2/8/P1P1PQ1P/1P3PP1/RN3R1K w - - 7 19,f3g3 g6g3 f2g3 f5f1,774,79,86,146,kingsideAttack,https://lichess.org/57UdP92X#37,
01InH,4k1nr/r1pp1ppq/1p2p3/2b5/2P1PP2/pPNP1nP1/P2B1N1P/R2Q1RKB w k - 3 21,d1f3 h7h2,729,86,97,2420,kingsideAttack,https://lichess.org/mT8UmU6y#41,
02HQM,2kr4/1bq2pQ1/p3p3/2pp4/6R1/2P4r/P1P1BP1P/1R4K1 w - - 0 21,e2f1 c7h2,711,106,94,509,kingsideAttack,https://lichess.org/BVdQBuB7#41,
02Np0,1r1q1rk1/1bp1npp1/1p1p1n1p/p2P4/2PQN3/1P4P1/PB3PBP/R4RK1 b - - 1 15,f6e4 d4g7,764,85,87,303,kingsideAttack,https://lichess.org/OziP9MBL/black#30,English_Opening English_Opening_Carls-Bremen_System
0EDRK,8/8/8/5p2/6p1/6P1/4kP2/6K1 b - - 6 52,f5f4 g3f4 e2f3 f4f5,706,98,79,281,defensiveMove,https://lichess.org/DfgSX55T/black#104,
0GkwE,8/3R4/3r3p/3kp1pP/6P1/5K2/8/8 w - - 16 45,d7d6 d5d6 f3e4 d6e6,721,82,92,687,defensiveMove,https://lichess.org/GlZvURh2#89,
0HZfF,8/8/4r3/1K3kpp/8/7P/P1R5/8 w - - 0 49,c2c5 e6e5 b5b4 e5c5,786,133,83,40,defensiveMove,https://lichess.org/CiJN07xT#97,
0Lgue,8/8/2p2pp1/1p1pk3/1P4KP/2P2P2/2P5/8 w - - 6 47,f3f4 e5e4 f4f5 g6f5,708,82,71,71,defensiveMove,https://lichess.org/mTNa4uRt#93,
0QuQr,8/8/7R/5p2/8/P7/1P4kp/2K5 w - - 0 52,h6h2 g2h2 c1c2 f5f4,744,112,76,56,defensiveMove,https://lichess.org/ZSZYlmDY#103,
00GBX,r6k/pp2n1pp/2nN4/4p1Br/1PB5/2P4b/P3Nb1P/R2R3K b - - 1 22,h5g5 d6f7 h8g8 f7g5,726,83,96,374,advantage,https://lichess.org/1YLxwOt0/black#44,
00TAb,6k1/5pp1/p1N1b3/1n5p/1B4P1/P4P1P/2K5/8 b - - 2 42,e6d5 c6e7 g8h7 e7d5,748,96,94,242,advantage,https://lichess.org/vPUJ0Lkg/black#84,
00Vt0,1k4r1/pp3p2/3qp3/2N5/1P1bp3/P3P3/5P2/2RR1K2 b - - 1 27,d6e5 c5d7 b8a8 d7e5,714,94,93,663,advantage,https://lichess.org/Slko3RVs/black#54,
014KA,r4rk1/5ppp/p3b3/1p2P3/3n1PP1/N6P/PP6/R1B1R1K1 w - - 0 19,c1e3 d4f3 g1f2 f3e1,770,79,88,454,advantage,https://lichess.org/rYPgnIhY#37,Kings_Knight_Opening Kings_Knight_Opening_Other_variations
01KQc,r1bqr1k1/1pp2ppp/1p1p4/3Ppn2/1P6/2PB1N2/P1Q2PPP/R4RK1 b - - 2 15,d8e7 d3f5 c8f5 c2f5,762,81,80,85,advantage,https://lichess.org/elRWrVit/black#30,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
00MWz,8/8/2B5/4pK2/3k1pPp/5n1P/8/8 b - - 3 57,f3g1 g4g5 g1e2 g5g6,733,79,97,2314,quietMove,https://lichess.org/1sHbVvW6/black#114,
04Vkq,8/5k1p/6p1/p3p3/K7/2P3P1/1P5P/8 w - - 1 41,a4a5 e5e4 a5b4 e4e3,775,80,100,90,quietMove,https://lichess.org/OKvY6UHP#81,
05cZt,8/2k5/p6p/1r1R3K/8/6P1/8/8 w - - 34 55,d5b5 a6b5 g3g4 b5b4 h5h6 b4b3 g4g5 b3b2 g5g6 b2b1q,724,80,100,745,quietMove,https://lichess.org/iv8y1bWq#109,
06N0x,8/8/6p1/K5Pp/Pp4kP/8/8/8 b - - 0 52,g4h4 a5b4 h4g3 a4a5 h5h4 a5a6 h4h3 a6a7,728,88,85,133,quietMove,https://lichess.org/ZNRRKXYv/black#104,
079TG,8/8/2k5/3pK3/3P2P1/2n5/8/8 b - - 0 45,c6b5 g4g5 c3e4 g5g6,725,81,100,259,quietMove,https://lichess.org/xtCTyO9k/black#90,
00F6y,2k3r1/ppp2prp/1q2b3/8/Q7/2P1R1P1/P4P1P/4R1K1 b - - 3 23,e6d7 e3e8 d7e8 e1e8 g8e8 a4e8,807,99,93,793,queensideAttack,https://lichess.org/Hii0fRVd/black#46,
02w7n,1k1r4/ppp3Qp/2q5/8/8/3P1P2/PPP1r2P/2KR2R1 w - - 0 18,g1g2 c6c2,882,82,97,600,queensideAttack,https://lichess.org/q8hBvdMD#35,Hungarian_Opening Hungarian_Opening_Other_variations
03j7O,r1bq1k2/pp5R/2p1pNp1/4P3/5nQ1/5N2/PPP2PP1/3K4 w - - 1 27,d1c1 f4e2 c1b1 d8d1,850,80,85,65,queensideAttack,https://lichess.org/vgDCc0Pr#53,
04Dao,1k1r3r/1pp1qpp1/p2P1n2/2b1p1p1/4B3/1Q5P/PP3PP1/R3R1K1 b - - 0 18,e7d6 b3b7,862,124,86,36,queensideAttack,https://lichess.org/X5HwkHpZ/black#36,Scotch_Game Scotch_Game_Haxo_Gambit
0738S,2kr3r/nppbqpp1/pN2pn1p/8/3P4/P2BPNP1/1PQ2PP1/2R1K2R b K - 3 14,c8b8 c2c7,830,89,94,870,queensideAttack,https://lichess.org/BTx88m26/black#28,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
00HEh,3R1rk1/pp3ppp/2p3b1/2n3P1/2B2q1P/5N2/PPP1QP2/4R1K1 b - - 0 23,f8d8 e2e8 d8e8 e1e8,811,88,90,445,kingsideAttack,https://lichess.org/ekEf00kl/black#46,
00f1D,r1bq2kr/1p2b1pp/p2pN3/4p3/2B1P3/5Q2/PP3PPP/2RR2K1 b - - 0 17,c8e6 c4e6,805,95,91,218,kingsideAttack,https://lichess.org/cl0wv5xF/black#34,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
00k4u,r2b2r1/p2P1p2/1pNQ1p1k/6qp/5R2/P2B3P/1P3PP1/6K1 w - - 2 28,c6d8 g5g2,863,130,81,49,kingsideAttack,https://lichess.org/wDp8QswW#55,
00pHb,r5rk/4qp1p/p4N1Q/1p2p3/3pP3/1P1P3P/1PP3P1/5RK1 b - - 2 23,g8g6 h6h7,861,78,100,513,kingsideAttack,https://lichess.org/Iot7eUOB/black#46,
00zUZ,r1q2rk1/1p1b1pbp/p2p2n1/2p2N2/P3PR2/2NP2QP/1PP3BK/R7 b - - 4 20,g6f4 g3g7,887,77,100,224,kingsideAttack,https://lichess.org/z7BskeaK/black#40,
01mGq,8/8/p1k3p1/P1P2p2/2K3Pp/7P/8/8 w - - 0 51,g4f5 g6f5 c4d4 f5f4,842,98,83,113,defensiveMove,https://lichess.org/ROGXECAH#101,
02ksF,8/8/8/1p5p/1P5k/4KP2/8/8 w - - 0 61,f3f4 h4g4 e3e4 h5h4,877,86,68,102,defensiveMove,https://lichess.org/feAeF1cc#121,
03X18,3r1r2/8/4k1p1/3ppq2/2Q5/2P3P1/PP3PK1/3R3R w - - 0 38,c4c6 d8d6 c6d6 e6d6,861,89,74,106,defensiveMove,https://lichess.org/GXzjYMFA#75,
089jo,8/8/8/1n6/1P5p/3pK1k1/5N2/8 w - - 4 61,f2d3 h4h3 d3f2 h3h2 f2h1 g3g2,867,90,95,368,defensiveMove,https://lichess.org/1Rcfbwzr#121,
08NWB,8/rkp5/8/2K3p1/8/7P/8/R7 w - - 0 51,a1a7 b7a7 c5c6 a7b8,863,96,94,862,defensiveMove,https://lichess.org/CvSBkYBa#101,
00AOH,6k1/1R6/1p2p1pp/4P3/p1N2P2/6PK/7P/1r6 w - - 0 48,b7b6 b1b6 c4b6 a4a3 b6d7 a3a2,830,92,95,672,advantage,https://lichess.org/D6NQDAPE#95,
00DPI,3r2k1/1B3p1p/6p1/3N4/3p2P1/6r1/5KP1/3R4 b - - 5 35,g3g4 d5f6 g8g7 f6g4,888,77,100,414,advantage,https://lichess.org/Wjj7mxD9/black#70,
00Upm,r5r1/1p5k/p2b1Pn1/2p1p1P1/P1PpP3/2P5/1P3KB1/R4R2 b - - 2 29,a8f8 f1h1 g6h4 h1h4,874,77,100,154,advantage,https://lichess.org/6s5P4SQT/black#58,
00YCP,2k3nr/1ppr2pp/p3pp2/2b5/5P2/1N2nN2/PP4PP/1RB1R1K1 b - - 3 15,c5a7 c1e3 a7e3 e1e3,884,81,89,340,advantage,https://lichess.org/UMVnTZ8x/black#30,Englund_Gambit Englund_Gambit_Other_variations
00ZPK,5r2/R2R1pk1/P7/5pp1/8/1KP5/5r2/8 b - - 0 44,g5g4 d7f7 f8f7 a7f7 g7f7 a6a7,857,93,94,1091,advantage,https://lichess.org/Y6yYxIcG/black#88,
01ImN,8/8/p6p/2K2p1P/P3k3/2P5/8/8 w - - 0 43,c5d6 f5f4 c3c4 f4f3 c4c5 f3f2 c5c6 f2f1q,871,90,75,216,quietMove,https://lichess.org/K6ka82c8#85,
06AZL,8/5k2/1p1p2pP/p2K1pP1/P1P5/1P6/8/8 w - - 1 52,d5d6 f5f4 d6c7 f4f3 c7b6 f3f2,846,81,71,81,quietMove,https://lichess.org/qR9fe3mE#103,
07qsX,b7/8/p5K1/8/7P/3k2N1/8/8 b - - 0 65,a6a5 h4h5 a8d5 h5h6,818,79,77,116,quietMove,https://lichess.org/NhHrjvmP/black#130,
0FfsC,8/8/p7/7p/1k3K1P/5Pp1/6P1/8 w - - 0 49,f4g3 a6a5 g3f4 a5a4,802,99,83,119,quietMove,https://lichess.org/8QJx6f0b#97,
0GPZh,8/1p3k2/5P2/p5Pp/7P/8/3r2K1/5R2 w - - 2 43,f1f2 d2f2 g2f2 a5a4 f2e3 a4a3 e3d3 a3a2,866,91,91,332,quietMove,https://lichess.org/tspqtEk8#85,
002CP,r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24,f2e3 g6c2,927,81,69,86,queensideAttack,https://lichess.org/pHZnIFdb#47,
00OCQ,1rr3k1/5p1p/p5pQ/4p3/4q3/B3P3/PPPR1PPP/2KR4 w - - 6 27,c2c3 c8c3 b2c3 b8b1,990,77,97,754,queensideAttack,https://lichess.org/kcUnWeDs#53,
01N0w,2kr3r/1pp3Q1/p1p5/2b2p1P/q1P5/6BP/PP3P2/1K1RR3 w - - 1 26,g7f6 d8d1 e1d1 a4d1,944,90,95,200,queensideAttack,https://lichess.org/uaGsJ7mX#51,
02R1e,5rk1/Q4ppp/3p4/1N2p1b1/4P3/5q1P/PPP2P2/1K1R3R w - - 0 20,d1d6 f3h1 d6d1 h1d1,961,89,91,252,queensideAttack,https://lichess.org/qNsaoMal#39,
02Unb,2kr3r/pp1n1pp1/2P1p1b1/2Pn4/P2P1q1p/1Q3N2/4BPPP/R4RKN b - - 0 18,b7c6 e2a6 c8c7 b3b7,969,77,72,93,queensideAttack,https://lichess.org/OmWgffQK/black#36,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
